"","duration_ms","danceability","energy","loudness","tempo","valence","playlist_genre","track_popularity","track_album_release_date"
"15154",216571,0.553,0.868,-4.186,140.047,0.5,"rock",58,"2019-07-19"
"15155",244615,0.412,0.892,-5.632,171.096,0.342,"rock",51,"2019-07-19"
"15157",334240,0.608,0.688,-7.655,114.414,0.749,"rock",44,"2005-06-21"
"15160",209972,0.583,0.565,-8.318,179.874,0.498,"rock",44,"2019-11-15"
"15162",172221,0.594,0.866,-4.741,160.025,0.856,"rock",47,"2019-10-18"
"15165",162900,0.595,0.929,-6.48,92.508,0.493,"rock",35,"2019-10-18"
"15167",181271,0.607,0.962,-3.072,120.055,0.795,"rock",47,"2019-11-29"
"15168",247509,0.338,0.823,-4.473,82.024,0.463,"rock",32,"2019-09-27"
"15170",217385,0.712,0.953,-4.951,102.495,0.552,"rock",38,"2019-10-10"
"15173",274445,0.347,0.93,-3.477,162.057,0.375,"rock",33,"2019-08-13"
"15174",166647,0.459,0.938,-1.998,83.962,0.513,"rock",43,"2019-04-19"
"15175",191933,0.572,0.718,-9.834,93.971,0.659,"rock",34,"2019-08-09"
"15176",237857,0.557,0.641,-7.614,111.962,0.425,"rock",29,"2019-04-02"
"15177",177951,0.419,0.694,-4.651,186.135,0.362,"rock",33,"2019-11-01"
"15178",235338,0.42,0.687,-7.466,164.044,0.34,"rock",39,"2019-10-18"
"15179",227307,0.83,0.513,-12.162,108.973,0.586,"rock",46,"1990-04-14"
"15180",235099,0.447,0.7,-5.739,149.69,0.476,"rock",43,"2019-09-06"
"15181",177299,0.623,0.908,-4.111,129.028,0.745,"rock",1,"2019-04-05"
"15182",217455,0.521,0.494,-9.82,77.305,0.47,"rock",37,"2019-12-27"
"15184",248306,0.677,0.482,-9.875,112.018,0.312,"rock",49,"2019-10-23"
"15185",179648,0.631,0.851,-2.673,161.906,0.727,"rock",43,"2019-09-20"
"15187",215423,0.659,0.436,-9.441,139.951,0.352,"rock",31,"2019-11-15"
"15188",214127,0.494,0.576,-7.77,94.04,0.149,"rock",36,"2019-10-18"
"15189",237320,0.682,0.434,-7.226,124.964,0.382,"rock",23,"2019-09-20"
"15190",143933,0.567,0.582,-7.238,84.017,0.538,"rock",34,"2019-11-18"
"15191",229070,0.583,0.375,-13.685,95.991,0.376,"rock",23,"2019-02-22"
"15192",188166,0.792,0.682,-5.293,93.973,0.775,"rock",50,"2019-11-01"
"15193",244120,0.579,0.576,-9.615,105.081,0.196,"rock",52,"2019-08-08"
"15194",191000,0.379,0.976,-5.856,176.093,0.243,"rock",34,"2017-06-23"
"15195",197120,0.578,0.482,-7.621,75.503,0.424,"rock",32,"2019-12-02"
"15196",272480,0.42,0.764,-4.194,89.566,0.447,"rock",22,"2019-04-26"
"15197",191184,0.298,0.974,-3.935,160.541,0.569,"rock",28,"2019-10-09"
"15199",182374,0.546,0.297,-12.522,78.049,0.0634,"rock",33,"2019-11-15"
"15200",197181,0.608,0.818,-4.938,109.996,0.512,"rock",29,"2019-08-23"
"15201",272507,0.58,0.814,-6.582,141.606,0.722,"rock",12,"1993-01-01"
"15202",238657,0.536,0.846,-5.988,112.066,0.508,"rock",27,"2019-07-31"
"15203",172774,0.592,0.804,-6.295,107.969,0.61,"rock",33,"2019-09-06"
"15204",245373,0.559,0.652,-5.665,119.932,0.236,"rock",32,"2019-09-11"
"15207",202189,0.696,0.347,-9.494,96.013,0.201,"rock",36,"2019-10-25"
"15208",246093,0.452,0.726,-5.433,176.132,0.811,"rock",19,"2019-09-20"
"15209",193305,0.595,0.732,-6.983,89.999,0.686,"rock",29,"2019-07-12"
"15210",209623,0.465,0.837,-3.744,145.9,0.456,"rock",32,"2019-11-08"
"15211",196280,0.672,0.857,-4.638,154.966,0.712,"rock",41,"2019-11-01"
"15212",199840,0.549,0.865,-3.486,140.017,0.434,"rock",53,"2019-06-21"
"15214",148997,0.681,0.767,-6.338,162.084,0.602,"rock",1,"2019-09-06"
"15215",217755,0.529,0.632,-6.243,80.015,0.413,"rock",32,"2019-08-24"
"15216",156857,0.699,0.272,-9.776,138.761,0.178,"rock",33,"2019-07-19"
"15217",287173,0.598,0.606,-11.812,97.736,0.91,"rock",3,"1993-04-19"
"15218",243910,0.683,0.716,-6.61,112.024,0.821,"rock",31,"2019-10-29"
"15219",238722,0.514,0.706,-7.8,83.964,0.225,"rock",31,"2019-09-06"
"15220",202664,0.609,0.937,-4.274,75,0.475,"rock",25,"2019-04-19"
"15222",222128,0.621,0.474,-12.238,94.036,0.306,"rock",25,"2019-05-21"
"15223",219875,0.582,0.542,-13.014,109.993,0.426,"rock",44,"2019-10-25"
"15224",180821,0.609,0.577,-8.397,115.878,0.295,"rock",43,"2019-10-18"
"15226",243382,0.543,0.818,-6.452,124.979,0.334,"rock",34,"2019-08-09"
"15227",238507,0.579,0.505,-7.745,134.871,0.266,"rock",31,"2019-09-20"
"15228",168160,0.581,0.831,-8.045,144.684,0.885,"rock",3,"2008-10-21"
"15229",288097,0.4,0.941,-5.96,135.021,0.339,"rock",25,"2019-03-27"
"15230",192372,0.71,0.544,-8.858,143.987,0.316,"rock",29,"2019-07-12"
"15231",169621,0.5,0.835,-2.64,97.881,0.361,"rock",25,"2019-06-21"
"15232",179187,0.435,0.726,-6.255,148.016,0.389,"rock",25,"2019-08-23"
"15233",296312,0.694,0.739,-4.082,111.943,0.408,"rock",33,"2018-10-24"
"15234",255000,0.651,0.627,-5.758,64.96,0.52,"rock",35,"2019-10-21"
"15235",219400,0.516,0.72,-4.738,100.584,0.366,"rock",25,"2019-03-01"
"15236",178162,0.637,0.684,-8.201,98.013,0.596,"rock",34,"2019-08-23"
"15237",149676,0.58,0.596,-10.528,140.273,0.715,"rock",46,"2004-04-01"
"15238",319320,0.592,0.909,-6.288,123.086,0.517,"rock",32,"2007-11-20"
"15239",229467,0.456,0.79,-5.598,90.4,0.355,"rock",2,"2005-11-22"
"15240",203150,0.413,0.613,-6.287,171.837,0.408,"rock",31,"2019-12-25"
"15243",162273,0.49,0.878,-5.833,132.022,0.414,"rock",27,"2019-04-26"
"15244",261579,0.7,0.611,-8.396,113.927,0.727,"rock",26,"2019-07-02"
"15246",201056,0.455,0.898,-5.796,180.11,0.709,"rock",26,"2019-08-09"
"15248",278213,0.689,0.679,-6.735,136.988,0.43,"rock",40,"2019-06-07"
"15249",231345,0.62,0.73,-7.625,96.01,0.523,"rock",30,"2019-07-26"
"15250",195213,0.405,0.918,-4.031,90.035,0.408,"rock",27,"2018-10-05"
"15256",273200,0.231,0.43,-11.601,104.668,0.155,"rock",14,"1990-01-01"
"15257",245627,0.353,0.656,-5.712,153.747,0.195,"rock",51,"2017-11-24"
"15260",319347,0.591,0.745,-7.045,125.859,0.393,"rock",49,"2001-03-22"
"15269",230013,0.588,0.698,-5.92,136.312,0.223,"rock",46,"2014-04-11"
"15272",344040,0.458,0.957,-3.82,97.919,0.325,"rock",2,"1993-01-01"
"15274",222573,0.357,0.453,-6.584,77.792,0.178,"rock",46,"1999-06-22"
"15278",203347,0.544,0.953,-4.556,140.088,0.387,"rock",43,"2010-03-19"
"15280",299750,0.392,0.691,-9.685,117.504,0.143,"rock",6,"2009-12-21"
"15281",270787,0.304,0.91,-6.096,118.794,0.305,"rock",57,"2007-05-05"
"15286",211160,0.398,0.846,-4.217,149.893,0.411,"rock",54,"2011-01-01"
"15287",233987,0.328,0.939,-1.654,185.971,0.329,"rock",66,"2008-06-24"
"15289",254805,0.448,0.826,-3.244,77.093,0.19,"rock",72,"2018-01-19"
"15290",253360,0.655,0.63,-8.601,111.917,0.636,"rock",44,"1996-01-01"
"15293",262190,0.364,0.953,-3.349,188.182,0.551,"rock",26,"2019-11-22"
"15297",208257,0.444,0.859,-4.422,72.491,0.626,"rock",16,"2019-10-25"
"15299",200854,0.485,0.76,-5.872,150.002,0.317,"rock",14,"2019-12-06"
"15301",163781,0.563,0.862,-4.676,90.53,0.773,"rock",41,"2019-10-18"
"15302",255313,0.5,0.444,-5.88,76.972,0.162,"rock",14,"2019-10-18"
"15305",198800,0.277,0.883,-5.921,155.928,0.425,"rock",14,"2019-10-04"
"15307",284187,0.577,0.677,-9.6,97.91,0.927,"rock",31,"2007-01-01"
"15310",204587,0.544,0.903,-5.651,153.629,0.432,"rock",12,"2008-08-11"
"15312",316520,0.529,0.981,-2.077,118.69,0.827,"rock",2,"2010-01-01"
"15313",292880,0.501,0.889,-5.175,133.519,0.257,"rock",81,"1990-09-24"
"15315",218609,0.493,0.689,-4.681,73.389,0.429,"rock",30,"2019-10-25"
"15317",250333,0.454,0.821,-4.816,108.533,0.414,"rock",64,"1990-09-24"
"15318",202733,0.855,0.691,-6.51,121.472,0.647,"rock",60,"1999-01-01"
"15320",295987,0.523,0.919,-3.5,133.976,0.151,"rock",44,"2017-01-03"
"15321",224160,0.331,0.55,-6.112,138.071,0.228,"rock",51,"1992-06-08"
"15323",231800,0.272,0.735,-5.416,137.173,0.158,"rock",4,"2008-11-21"
"15324",316733,0.358,0.863,-4.088,162.197,0.458,"rock",7,"2001-11-20"
"15326",211933,0.619,0.67,-10.319,129.267,0.777,"rock",72,"1993-03-09"
"15329",336000,0.496,0.739,-7.193,132.41,0.378,"rock",13,"1991-01-01"
"15331",229040,0.451,0.918,-3.414,106.033,0.695,"rock",32,"2006-01-01"
"15337",214906,0.229,0.46,-11.083,123.261,0.384,"rock",17,"2015-09-25"
"15339",279493,0.543,0.964,-5.687,100.456,0.777,"rock",9,"1998-10-01"
"15342",215907,0.505,0.876,-4.867,138.862,0.718,"rock",1,"2005-01-01"
"15343",239733,0.529,0.877,-11.027,148.786,0.604,"rock",1,"2009-06-01"
"15344",250627,0.522,0.882,-3.216,122.541,0.815,"rock",15,"2010-01-01"
"15346",219027,0.5,0.832,-6.281,120.066,0.553,"rock",9,"2002-01-01"
"15348",208360,0.445,0.872,-6.294,162.407,0.834,"rock",55,"1998-01-01"
"15351",259267,0.568,0.885,-10.485,117.447,0.975,"rock",1,"2009-06-01"
"15352",287053,0.537,0.794,-7.943,166.41,0.513,"rock",5,"2011-01-01"
"15353",178453,0.549,0.918,-3.112,126.09,0.58,"rock",3,"2008-11-28"
"15354",261853,0.476,0.736,-5.38,129.084,0.251,"rock",71,"2005-01-01"
"15356",199907,0.439,0.822,-6.764,176.711,0.884,"rock",9,"2011-01-01"
"15358",252760,0.654,0.791,-7.457,125.11,0.371,"rock",42,"2004-06-08"
"15360",213320,0.682,0.546,-11.551,104.652,0.678,"rock",1,"2007-10-08"
"15361",250547,0.412,0.882,-5.54,158.066,0.356,"rock",77,"1997-05-20"
"15362",181533,0.442,0.943,-3.205,85.064,0.781,"rock",79,"1994-02-01"
"15363",179600,0.52,0.945,-4.197,99.603,0.807,"rock",2,"1998-11-16"
"15364",212347,0.617,0.922,-3.474,132.059,0.6,"rock",70,"2008-10-28"
"15365",272973,0.576,0.864,-3.981,97.225,0.609,"rock",1,"2000-01-01"
"15366",179722,0.838,0.303,-12.355,95.024,0.656,"rock",25,"2010-10-18"
"15367",406200,0.277,0.979,-5.578,100.339,0.451,"rock",1,"2004-03-15"
"15368",175600,0.765,0.726,-5.943,113.982,0.963,"rock",2,"2008-01-01"
"15369",165893,0.48,0.554,-17.766,108.612,0.6,"rock",0,"1995-01-01"
"15370",264613,0.442,0.851,-5.038,81.427,0.672,"rock",3,"2010-01-01"
"15374",254467,0.71,0.624,-11.713,120.44,0.797,"rock",0,"1991-03-25"
"15375",208760,0.468,0.557,-10.684,118.672,0.666,"rock",1,"2003-01-01"
"15389",255573,0.587,0.891,-3.381,124.005,0.705,"rock",64,"2011-11-04"
"15400",220160,0.682,0.954,-4.951,115.473,0.928,"rock",44,"2011-01-01"
"15402",377573,0.7,0.675,-10.956,115.925,0.608,"rock",7,"2005-02-28"
"15405",232533,0.552,0.651,-10.624,161.548,0.533,"rock",55,"2004-06-08"
"15407",240133,0.618,0.824,-6.973,144.957,0.608,"rock",0,"1996-01-01"
"15411",187533,0.691,0.762,-6.47,128.111,0.957,"rock",52,"2011-02-02"
"15413",301920,0.502,0.912,-4.556,116.761,0.72,"rock",81,"1991-09-26"
"15414",121160,0.674,0.789,-6.903,129.804,0.918,"rock",74,"1997-02-10"
"15415",199067,0.398,0.96,-3.782,140.202,0.634,"rock",3,"2007-10-02"
"15416",336000,0.486,0.747,-7.248,132.29,0.368,"rock",15,"1991-01-01"
"15419",427280,0.547,0.543,-16.041,104.828,0.595,"rock",52,"2008-01-28"
"15421",221333,0.586,0.872,-5.066,159.925,0.729,"rock",70,"1998-05-12"
"15429",293800,0.654,0.854,-5.873,98.013,0.531,"rock",24,"2005-09-05"
"15433",295427,0.2,0.791,-7.593,150.136,0.233,"rock",43,"2006-06-20"
"15434",188667,0.722,0.895,-3.684,143.383,0.963,"rock",10,"1998-11-16"
"15435",282907,0.666,0.936,-9.919,91.577,0.776,"rock",73,"1991-09-24"
"15438",241360,0.916,0.523,-9.733,107.564,0.88,"rock",61,"1991-11-11"
"15439",228867,0.594,0.556,-11.679,140.543,0.623,"rock",11,"2000-01-01"
"15440",167093,0.513,0.656,-6.146,113.768,0.716,"rock",32,"2006-05-05"
"15441",246840,0.679,0.676,-9.734,134.238,0.8,"rock",5,"1998-11-10"
"15443",206560,0.749,0.74,-4.965,124.463,0.962,"rock",19,"1998-01-01"
"15445",233733,0.513,0.872,-4.921,120.399,0.525,"rock",53,"1997-03-09"
"15446",280613,0.244,0.741,-4.957,82.967,0.244,"rock",0,"2012-01-01"
"15447",241667,0.625,0.85,-3.904,94.661,0.633,"rock",67,"1999-02-15"
"15448",340907,0.284,0.875,-6.069,75.009,0.595,"rock",75,"1991-08-27"
"15449",317078,0.375,0.895,-3.846,172.129,0.67,"rock",64,"2019-12-13"
"15450",278707,0.649,0.896,-2.704,90.009,0.924,"rock",68,"2010-03-12"
"15451",191565,0.666,0.775,-5.458,144.998,0.59,"rock",62,"2018-12-14"
"15452",274615,0.45,0.872,-4.91,156.059,0.396,"rock",60,"2019-04-12"
"15453",252689,0.315,0.975,-2.912,159.455,0.35,"rock",52,"2019-06-28"
"15454",223720,0.522,0.971,-4.59,114.992,0.195,"rock",25,"2019-02-08"
"15455",257453,0.354,0.943,-3.633,94.416,0.367,"rock",59,"2018-04-13"
"15456",200311,0.526,0.903,-4.59,144.017,0.45,"rock",57,"2018-04-20"
"15457",258773,0.521,0.984,-4.957,132.039,0.465,"rock",27,"2018-12-14"
"15458",217133,0.492,0.939,-4.788,163.026,0.576,"rock",39,"2019-07-26"
"15459",200410,0.509,0.933,-4.591,157.971,0.58,"rock",15,"2019-03-22"
"15460",203921,0.412,0.896,-3.807,172.343,0.434,"rock",50,"2019-01-18"
"15461",220667,0.533,0.976,-2.501,118.915,0.298,"rock",54,"2018-07-27"
"15462",261573,0.522,0.944,-5.731,124.029,0.236,"rock",0,"2018-04-13"
"15464",230933,0.568,0.907,-4.641,112.037,0.337,"rock",63,"2018-03-09"
"15465",233333,0.223,0.891,-4.918,170.6,0.558,"rock",57,"2017-09-15"
"15466",207987,0.354,0.942,-3.245,119.992,0.242,"rock",7,"2018-03-07"
"15467",252933,0.609,0.937,-2.912,95.961,0.493,"rock",7,"2010-01-01"
"15468",338000,0.557,0.718,-8.504,172.039,0.49,"rock",53,"2018-11-17"
"15470",196587,0.515,0.997,-1.959,104.019,0.461,"rock",38,"2019-03-15"
"15471",177048,0.39,0.91,-3.268,162.253,0.644,"rock",56,"2018-02-28"
"15472",256240,0.563,0.86,-7.533,97.867,0.517,"rock",69,"2001-09-11"
"15473",225307,0.501,0.905,-5.721,123.277,0.584,"rock",68,"1998-08-18"
"15474",218240,0.42,0.9,-7.268,135.918,0.459,"rock",54,"2017-09-15"
"15475",259428,0.505,0.848,-5.173,140.055,0.282,"rock",3,"2018-06-08"
"15476",185697,0.277,0.962,-3.408,95.044,0.351,"rock",0,"2018-02-02"
"15477",167510,0.59,0.979,-3.763,102.993,0.724,"rock",57,"2013-07-30"
"15478",234227,0.64,0.922,-6.283,125.105,0.716,"rock",67,"1997-08-22"
"15479",210240,0.42,0.929,-3.899,127.204,0.3,"rock",18,"2001-01-01"
"15480",202762,0.551,0.914,-4.147,129.803,0.419,"rock",49,"2018-02-16"
"15481",171810,0.633,0.777,-4.995,130.027,0.299,"rock",51,"2018-03-23"
"15482",265053,0.512,0.943,-5.185,163.128,0.485,"rock",66,"2008-09-02"
"15483",274000,0.597,0.939,-3.001,98,0.422,"rock",60,"2010-03-12"
"15484",191332,0.13,0.991,-3.126,185.364,0.505,"rock",56,"2016-11-18"
"15485",200908,0.3,0.961,-3.154,91.676,0.186,"rock",2,"2018-01-05"
"15486",193427,0.468,0.863,-7.037,140.267,0.377,"rock",54,"1993-10-19"
"15487",194507,0.414,0.946,-2.176,168.987,0.699,"rock",0,"2017-05-19"
"15488",197679,0.234,0.927,-5.869,131.003,0.278,"rock",49,"2018-05-11"
"15489",239780,0.391,0.93,-4.16,179.99,0.502,"rock",56,"2017-10-13"
"15491",157333,0.492,0.969,-4.419,95.136,0.538,"rock",74,"2000-10-24"
"15492",199893,0.581,0.887,-3.659,90.578,0.724,"rock",17,"2000-04-25"
"15493",255806,0.406,0.738,-4.64,150.886,0.31,"rock",0,"2018-02-05"
"15494",213087,0.507,0.99,-3.517,135.053,0.28,"rock",45,"2016-06-03"
"15495",182893,0.468,0.977,-4.198,134.996,0.493,"rock",57,"2017-03-31"
"15496",239240,0.635,0.688,-6.136,107.989,0.389,"rock",63,"2017-10-06"
"15497",229467,0.412,0.919,-7.291,166.367,0.572,"rock",73,"1996-04-16"
"15498",245196,0.461,0.892,-4.807,137.35,0.35,"rock",54,"2017-06-23"
"15499",240973,0.577,0.719,-5.575,175.979,0.615,"rock",30,"2018-03-09"
"15500",255733,0.353,0.898,-5.877,103.293,0.525,"rock",73,"1998-08-18"
"15501",205757,0.342,0.87,-6.304,163.116,0.304,"rock",44,"2017-09-15"
"15502",244347,0.58,0.737,-4.795,92,0.506,"rock",56,"2017-05-12"
"15503",238491,0.49,0.972,-4.518,95.012,0.376,"rock",44,"2016-11-11"
"15505",287935,0.502,0.879,-5.499,134.967,0.608,"rock",0,"2018-01-12"
"15506",296400,0.458,0.988,-4.687,161.952,0.296,"rock",47,"2017-06-30"
"15507",198032,0.404,0.982,-1.962,155.049,0.397,"rock",0,"2018-01-26"
"15508",429199,0.157,0.987,-3.739,167.949,0.462,"rock",51,"2016-11-18"
"15509",285570,0.492,0.896,-5.819,184.981,0.534,"rock",73,"2002-11-05"
"15510",197390,0.511,0.917,-4.654,125.001,0.177,"rock",29,"2018-02-16"
"15511",206200,0.599,0.957,-5.764,103.68,0.489,"rock",69,"1999-11-02"
"15512",218933,0.413,0.873,-4.151,116.681,0.481,"rock",78,"2001-09-04"
"15513",241147,0.465,0.946,-4.205,133.802,0.338,"rock",52,"2016-10-21"
"15514",256525,0.479,0.937,-5.453,157.044,0.458,"rock",40,"2017-04-27"
"15515",228720,0.29,0.928,-2.402,184.052,0.588,"rock",1,"2017-04-20"
"15516",419075,0.566,0.951,-3.591,128.304,0.345,"rock",50,"2016-11-18"
"15517",303107,0.358,0.981,-4.572,165.027,0.262,"rock",52,"2017-03-31"
"15518",239253,0.385,0.925,-5.888,76.957,0.323,"rock",54,"2017-01-20"
"15519",265907,0.302,0.819,-11.364,102.048,0.309,"rock",3,"1991-01-01"
"15520",218560,0.515,0.857,-4.582,92.028,0.669,"rock",60,"2011-12-06"
"15521",260867,0.394,0.942,-4.192,182.095,0.488,"rock",30,"2016-10-14"
"15522",241773,0.72,0.951,-4.78,125.929,0.728,"rock",32,"2011-10-07"
"15523",230493,0.688,0.835,-4.162,84.858,0.88,"rock",51,"2005-10-04"
"15524",262440,0.557,0.886,-4.196,114.025,0.17,"rock",6,"2009-01-01"
"15526",297893,0.551,0.851,-3.277,171.411,0.1,"rock",16,"2002-05-26"
"15527",278027,0.429,0.966,-4.605,179.956,0.525,"rock",46,"2011-10-07"
"15528",313667,0.457,0.779,-6.323,86.573,0.734,"rock",57,"1992-11-03"
"15529",331573,0.579,0.824,-8.71,123.331,0.635,"rock",23,"1991-08-12"
"15530",171107,0.428,0.979,-2.929,104.84,0.292,"rock",61,"2003-10-07"
"15531",189293,0.655,0.885,-4.116,100.088,0.938,"rock",37,"2008-03-02"
"15532",199587,0.591,0.892,-3.703,90.591,0.648,"rock",48,"2009-01-01"
"15533",162640,0.618,0.97,-1.928,100.039,0.684,"rock",38,"2008-04-22"
"15534",203813,0.492,0.987,-3.398,103.98,0.354,"rock",2,"2011-01-01"
"15535",283400,0.576,0.989,-1.909,135.093,0.352,"rock",49,"2008-08-22"
"15537",178013,0.64,0.957,-2.336,134.992,0.692,"rock",75,"2009-08-21"
"15538",183707,0.456,0.891,-4.062,170.019,0.647,"rock",58,"2009-02-25"
"15539",252400,0.607,0.935,-2.918,95.97,0.51,"rock",4,"2001-01-01"
"15540",214400,0.642,0.777,-4.809,96.986,0.413,"rock",71,"2004-10-26"
"15541",325333,0.595,0.714,-5.705,88.449,0.141,"rock",57,"2004-10-26"
"15542",187360,0.541,0.91,-3.879,127.096,0.493,"rock",0,"2006-01-01"
"15543",246131,0.642,0.859,-4.888,120.059,0.625,"rock",0,"2013-09-02"
"15544",251947,0.425,0.87,-2.785,177.42,0.354,"rock",45,"2011-07-14"
"15547",231400,0.553,0.853,-3.668,122.023,0.506,"rock",72,"2006-06-25"
"15548",189307,0.451,0.884,-3.451,97.48,0.314,"rock",54,"2006-06-25"
"15549",169831,0.586,0.942,-3.171,103.064,0.412,"rock",3,"2004-01-01"
"15550",165173,0.572,0.984,-3.847,104.345,0.524,"rock",3,"2006-01-01"
"15551",236293,0.557,0.979,-4.69,136.011,0.229,"rock",54,"2011-05-03"
"15552",179227,0.561,0.774,-3.622,164.008,0.903,"rock",58,"2003-01-01"
"15553",190587,0.414,0.989,-2.257,139.964,0.359,"rock",35,"2014-11-04"
"15554",162600,0.554,0.978,-3.554,135.095,0.594,"rock",57,"2003-03-24"
"15555",204827,0.549,0.969,-2.763,101.055,0.348,"rock",62,"2010-08-20"
"15556",317160,0.438,0.942,-5.19,91.302,0.511,"rock",54,"2002-01-01"
"15557",172173,0.491,0.938,-4.726,164.011,0.452,"rock",30,"2014-08-22"
"15558",247613,0.361,0.983,-3.373,167.951,0.385,"rock",4,"2008-01-01"
"15559",198493,0.359,0.935,-5.529,173.429,0.658,"rock",64,"2002-01-01"
"15560",195653,0.529,0.92,-4.168,111.132,0.438,"rock",61,"2011-10-07"
"15561",233680,0.561,0.888,-5.277,127.043,0.151,"rock",0,"2001-01-01"
"15562",149640,0.509,0.93,-2.689,154.95,0.783,"rock",62,"2006-01-01"
"15563",199960,0.526,0.963,-3.457,90.022,0.364,"rock",0,"2013-05-14"
"15564",229862,0.594,0.893,-3.792,126.063,0.417,"rock",50,"2016-05-20"
"15565",208693,0.531,0.836,-5.204,169.171,0.637,"rock",56,"2005-01-01"
"15566",207587,0.185,0.948,-3.892,196.578,0.316,"rock",69,"2006-06-25"
"15567",190133,0.405,0.962,-4.894,170.023,0.489,"rock",60,"2009-01-01"
"15568",295227,0.458,0.909,-4.414,105.007,0.49,"rock",63,"2000-07-03"
"15569",201920,0.458,0.779,-8.312,99.093,0.729,"rock",58,"1999-01-01"
"15570",158427,0.275,0.98,-0.866,185.024,0.455,"rock",54,"2005-05-09"
"15571",206178,0.417,0.844,-4.532,156.928,0.666,"rock",31,"2016-11-25"
"15572",209394,0.484,0.996,-1.465,105.01,0.301,"rock",27,"2015-11-26"
"15573",213880,0.594,0.939,-3.143,96.305,0.722,"rock",45,"2005-01-01"
"15574",187240,0.563,0.924,-5.567,90.928,0.539,"rock",53,"2006-10-27"
"15575",211293,0.31,0.951,-4.163,151.486,0.301,"rock",0,"2017-04-12"
"15576",132660,0.388,0.872,-6.101,169.584,0.604,"rock",0,"2017-04-21"
"15577",235155,0.426,0.949,-5.537,200.08,0.309,"rock",13,"2016-11-19"
"15578",157680,0.252,0.909,-8.347,130.345,0.41,"rock",0,"2016-02-10"
"15579",162107,0.442,0.967,-4.334,157.893,0.538,"rock",1,"2004-04-27"
"15580",247278,0.479,0.963,-3.045,92.022,0.211,"rock",39,"2017-06-09"
"15581",235000,0.452,0.981,-5.613,180.016,0.747,"rock",40,"2015-06-07"
"15582",218832,0.519,0.939,-2.59,130.019,0.381,"rock",0,"2010-08-20"
"15583",204324,0.445,0.97,-4.867,90.017,0.239,"rock",25,"2017-05-02"
"15584",265053,0.512,0.943,-5.185,163.128,0.485,"rock",3,"2008-01-01"
"15585",256257,0.42,0.932,-6.477,169.885,0.386,"rock",30,"2017-07-21"
"15586",185958,0.525,0.883,-5.603,114.963,0.571,"rock",0,"2017-08-31"
"15587",198261,0.593,0.817,-4.637,115.047,0.156,"rock",31,"2017-08-04"
"15588",232844,0.475,0.944,-4.058,109.041,0.132,"rock",13,"2015-12-29"
"15589",182120,0.478,0.977,-3.162,96.047,0.482,"rock",55,"2006-01-01"
"15590",269554,0.749,0.794,-5.063,135.959,0.46,"rock",76,"2018-08-31"
"15591",190452,0.534,0.94,-3.969,154.956,0.339,"rock",59,"2017-06-02"
"15592",184977,0.58,0.964,-3.591,96.009,0.619,"rock",54,"2015-12-11"
"15593",198947,0.547,0.908,-5.446,95.008,0.594,"rock",45,"2011-12-22"
"15594",225133,0.524,0.843,-5.578,85.993,0.212,"rock",57,"2018-06-22"
"15595",130987,0.611,0.847,-3.057,103.963,0.637,"rock",28,"2018-11-21"
"15596",224087,0.643,0.954,-3.255,114.964,0.54,"rock",63,"2011-12-20"
"15597",199200,0.71,0.811,-4.079,123.048,0.914,"rock",65,"2006-06-23"
"15598",217720,0.491,0.87,-4.327,103.072,0.21,"rock",55,"2018-08-24"
"15601",250067,0.666,0.584,-8.465,114.917,0.686,"rock",26,"2007-10-09"
"15609",156400,0.337,0.951,-5.032,165.971,0.53,"rock",31,"2008-09-01"
"15610",270467,0.535,0.834,-7.645,97.996,0.644,"rock",22,"2007-05-18"
"15611",265227,0.321,0.811,-5.756,76.904,0.798,"rock",0,"2008-07-07"
"15612",286173,0.509,0.89,-4.594,166.402,0.434,"rock",0,"2008-07-07"
"15613",165600,0.398,0.929,-5.041,163.105,0.493,"rock",0,"2008-07-07"
"15614",238227,0.583,0.831,-5.077,147.958,0.812,"rock",0,"2008-07-07"
"15615",236160,0.466,0.889,-5.301,117.581,0.773,"rock",2,"2008-07-07"
"15616",261120,0.509,0.926,-4.073,137.213,0.611,"rock",0,"2008-07-07"
"15617",179760,0.504,0.911,-2.97,106.244,0.671,"rock",0,"2008-07-07"
"15618",240933,0.801,0.698,-6.037,108.873,0.597,"rock",0,"2008-07-07"
"15622",211507,0.236,0.97,-7.596,195.217,0.303,"rock",12,"2007-05-18"
"15623",302613,0.554,0.8,-8.855,95.894,0.162,"rock",14,"2007-05-18"
"15624",299227,0.638,0.75,-7.659,156.331,0.501,"rock",0,"2008-07-07"
"15625",309400,0.405,0.668,-8.609,118.039,0.129,"rock",0,"1996-08-27"
"15626",204773,0.45,0.768,-6.847,89.567,0.676,"rock",0,"1996-08-27"
"15627",239667,0.433,0.787,-6.747,113.363,0.562,"rock",8,"2009-02-24"
"15628",208333,0.458,0.823,-5.347,108.554,0.518,"rock",0,"2000-09-11"
"15629",145533,0.487,0.537,-7.011,139.601,0.442,"rock",0,"2000-03-27"
"15630",209693,0.35,0.773,-5.632,167.4,0.491,"rock",0,"2000-03-27"
"15631",215360,0.544,0.834,-5.617,133.713,0.835,"rock",0,"2000-03-27"
"15633",436960,0.301,0.813,-8.786,109.25,0.236,"rock",55,"1999-05-17"
"15637",270960,0.771,0.847,-6.216,128.385,0.886,"rock",3,"1997-04-08"
